                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 1.3041,                 0.4635,                 1.2275,                0.98315,                0.98339,                0.99246,                0.60826,                 1.4505,                0.40873,                 1.3997,             8.5901e-05,             8.5901e-05,             8.5901e-05
                    143,                 1.3005,                 0.4665,                 1.2188,                0.98473,                0.98505,                  0.993,                0.60737,                 1.4576,                0.40904,                 1.3996,             8.5801e-05,             8.5801e-05,             8.5801e-05
                    144,                 1.2808,                0.46533,                 1.2139,                 0.9847,                0.98505,                0.99328,                0.60952,                 1.4498,                0.40598,                 1.3899,             8.5701e-05,             8.5701e-05,             8.5701e-05
                    145,                 1.2695,                0.45623,                 1.2003,                0.98311,                0.98339,                0.99262,                0.60951,                  1.449,                0.40517,                 1.3794,             8.5601e-05,             8.5601e-05,             8.5601e-05
                    146,                 1.2808,                0.45269,                 1.2027,                0.98485,                0.98505,                0.99333,                0.61017,                 1.4526,                 0.4048,                 1.3742,             8.5501e-05,             8.5501e-05,             8.5501e-05
                    147,                 1.2961,                0.45656,                 1.2093,                0.98311,                0.98339,                0.99277,                0.60862,                 1.4465,                0.40585,                 1.3738,             8.5401e-05,             8.5401e-05,             8.5401e-05
                    148,                 1.2933,                0.45371,                 1.2157,                 0.9831,                0.98339,                0.99272,                0.60786,                 1.4536,                0.40749,                  1.391,             8.5301e-05,             8.5301e-05,             8.5301e-05
                    149,                 1.2902,                0.45651,                 1.2137,                0.98309,                0.98339,                0.99257,                0.60926,                 1.4553,                0.40763,                 1.3984,             8.5201e-05,             8.5201e-05,             8.5201e-05
                    150,                 1.2888,                0.45489,                 1.2299,                0.98465,                0.98505,                0.99304,                0.60925,                 1.4534,                0.41006,                 1.4083,             8.5101e-05,             8.5101e-05,             8.5101e-05
                    151,                 1.2909,                0.46176,                 1.2142,                0.98315,                0.98339,                0.99246,                0.60871,                 1.4562,                0.41108,                 1.4087,             8.5002e-05,             8.5002e-05,             8.5002e-05
                    152,                 1.2804,                0.45641,                 1.2252,                 0.9849,                0.98505,                0.99273,                0.61046,                 1.4664,                 0.4122,                 1.4232,             8.4902e-05,             8.4902e-05,             8.4902e-05
                    153,                 1.2636,                 0.4507,                 1.2116,                0.98155,                0.98173,                0.99114,                0.60503,                 1.4694,                0.40967,                 1.4271,             8.4802e-05,             8.4802e-05,             8.4802e-05
                    154,                 1.2881,                0.46563,                 1.2144,                0.98644,                0.98671,                0.99289,                0.60525,                 1.4667,                0.41185,                 1.4239,             8.4702e-05,             8.4702e-05,             8.4702e-05
                    155,                 1.2584,                0.44986,                 1.2128,                0.98646,                0.98671,                0.99316,                0.60918,                 1.4612,                0.41162,                 1.4285,             8.4602e-05,             8.4602e-05,             8.4602e-05
                    156,                 1.2804,                0.46271,                 1.2314,                0.98804,                0.98837,                0.99389,                0.60947,                 1.4639,                0.41135,                 1.4261,             8.4502e-05,             8.4502e-05,             8.4502e-05
                    157,                 1.2921,                0.45589,                 1.2246,                0.98798,                0.98837,                0.99367,                0.60755,                  1.466,                0.41331,                 1.4261,             8.4402e-05,             8.4402e-05,             8.4402e-05
                    158,                 1.2582,                0.44353,                 1.2056,                0.98625,                0.98671,                  0.993,                0.60774,                 1.4569,                0.41212,                 1.4278,             8.4302e-05,             8.4302e-05,             8.4302e-05
                    159,                 1.2925,                0.46335,                 1.2159,                 0.9865,                0.98671,                0.99292,                0.60802,                 1.4574,                0.41128,                 1.4255,             8.4202e-05,             8.4202e-05,             8.4202e-05
                    160,                 1.2736,                0.45324,                 1.2187,                0.98825,                0.98837,                0.99387,                0.60831,                 1.4574,                0.41216,                 1.4302,             8.4102e-05,             8.4102e-05,             8.4102e-05
                    161,                  1.286,                0.46571,                  1.222,                 0.9849,                0.98505,                0.99227,                0.61079,                 1.4571,                0.41258,                 1.4327,             8.4002e-05,             8.4002e-05,             8.4002e-05
                    162,                 1.2822,                 0.4608,                 1.2245,                0.98833,                0.98837,                0.99376,                0.60896,                 1.4561,                0.40902,                 1.4325,             8.3902e-05,             8.3902e-05,             8.3902e-05
                    163,                  1.262,                0.46117,                  1.214,                0.98484,                0.98505,                0.99304,                0.60969,                 1.4557,                0.41133,                 1.4383,             8.3802e-05,             8.3802e-05,             8.3802e-05
                    164,                  1.267,                0.45313,                 1.2179,                0.98463,                0.98505,                0.99257,                0.61051,                 1.4567,                0.41189,                 1.4379,             8.3702e-05,             8.3702e-05,             8.3702e-05
                    165,                 1.2753,                0.45795,                 1.2131,                0.98632,                0.98671,                0.99341,                0.60868,                 1.4556,                0.40944,                 1.4303,             8.3602e-05,             8.3602e-05,             8.3602e-05
                    166,                 1.2643,                0.45546,                 1.2122,                0.98629,                0.98671,                0.99343,                0.60975,                 1.4569,                0.40781,                 1.4234,             8.3502e-05,             8.3502e-05,             8.3502e-05
                    167,                 1.2466,                0.44249,                 1.1969,                0.98647,                0.98671,                0.99339,                0.60695,                 1.4573,                0.40809,                 1.4236,             8.3402e-05,             8.3402e-05,             8.3402e-05
                    168,                 1.2786,                0.45955,                 1.2222,                 0.9848,                0.98505,                0.99258,                0.60578,                 1.4627,                  0.408,                 1.4306,             8.3302e-05,             8.3302e-05,             8.3302e-05
                    169,                 1.2696,                0.45416,                 1.2127,                0.98657,                0.98671,                 0.9934,                0.60575,                 1.4611,                0.40964,                 1.4305,             8.3202e-05,             8.3202e-05,             8.3202e-05
                    170,                 1.2772,                0.45447,                 1.2244,                0.98484,                0.98505,                0.99294,                0.60715,                 1.4623,                0.41136,                 1.4259,             8.3102e-05,             8.3102e-05,             8.3102e-05
                    171,                 1.2586,                 0.4508,                 1.2039,                0.98485,                0.98505,                0.99277,                0.60827,                 1.4612,                0.40957,                 1.4106,             8.3002e-05,             8.3002e-05,             8.3002e-05
                    172,                 1.2691,                0.45086,                 1.2022,                 0.9849,                0.98505,                0.99272,                0.60811,                 1.4647,                0.40681,                 1.3967,             8.2902e-05,             8.2902e-05,             8.2902e-05
                    173,                 1.2699,                0.45459,                 1.1928,                0.98505,                0.98496,                0.99291,                0.60574,                 1.4614,                0.40725,                  1.385,             8.2802e-05,             8.2802e-05,             8.2802e-05
                    174,                  1.264,                0.45548,                 1.1875,                0.98505,                0.98485,                0.99287,                0.60696,                 1.4607,                0.40559,                 1.3766,             8.2702e-05,             8.2702e-05,             8.2702e-05
                    175,                 1.2331,                0.43735,                 1.1795,                0.98505,                0.98483,                0.99292,                0.60742,                 1.4627,                0.40783,                 1.3769,             8.2602e-05,             8.2602e-05,             8.2602e-05
                    176,                  1.257,                0.44277,                 1.1864,                0.98671,                 0.9866,                0.99349,                0.60547,                 1.4663,                0.40679,                 1.3778,             8.2502e-05,             8.2502e-05,             8.2502e-05
                    177,                  1.257,                0.44326,                 1.1913,                0.98671,                0.98664,                0.99345,                0.60631,                 1.4677,                0.40497,                  1.383,             8.2402e-05,             8.2402e-05,             8.2402e-05
                    178,                 1.2562,                0.45459,                 1.1883,                0.98656,                0.98671,                0.99332,                0.60534,                 1.4661,                0.40487,                 1.3878,             8.2302e-05,             8.2302e-05,             8.2302e-05
                    179,                 1.2466,                0.44538,                 1.1884,                 0.9848,                0.98505,                0.99284,                0.60703,                 1.4661,                0.40464,                 1.3978,             8.2202e-05,             8.2202e-05,             8.2202e-05
                    180,                 1.2621,                0.44334,                 1.2031,                0.98479,                0.98505,                0.99281,                0.60964,                 1.4671,                 0.4027,                 1.4013,             8.2102e-05,             8.2102e-05,             8.2102e-05
                    181,                 1.2544,                0.45027,                 1.1947,                0.98469,                0.98505,                0.99284,                0.61016,                 1.4632,                0.40443,                 1.4003,             8.2002e-05,             8.2002e-05,             8.2002e-05
                    182,                 1.2604,                0.44421,                 1.2011,                0.98463,                0.98505,                0.99264,                0.60857,                 1.4619,                0.40452,                 1.3935,             8.1902e-05,             8.1902e-05,             8.1902e-05
                    183,                  1.253,                0.44776,                  1.195,                0.98461,                0.98505,                0.99248,                0.60832,                 1.4613,                0.40505,                 1.3939,             8.1802e-05,             8.1802e-05,             8.1802e-05
                    184,                 1.2557,                0.44864,                 1.2009,                0.98341,                0.98463,                0.99221,                0.60869,                 1.4578,                0.40646,                 1.3964,             8.1702e-05,             8.1702e-05,             8.1702e-05
                    185,                  1.261,                0.44888,                 1.1983,                0.98341,                0.98465,                0.99222,                0.60963,                 1.4609,                 0.4053,                 1.3953,             8.1602e-05,             8.1602e-05,             8.1602e-05
                    186,                 1.2536,                0.44736,                 1.1976,                0.98341,                0.98468,                0.99214,                0.60941,                 1.4649,                0.40532,                 1.4006,             8.1502e-05,             8.1502e-05,             8.1502e-05
                    187,                 1.2503,                0.44763,                 1.1945,                0.98341,                0.98466,                0.99201,                0.60702,                 1.4673,                 0.4078,                 1.4142,             8.1402e-05,             8.1402e-05,             8.1402e-05
                    188,                 1.2474,                0.45279,                 1.2026,                0.98341,                0.98468,                0.99216,                0.60847,                 1.4663,                  0.408,                 1.4224,             8.1302e-05,             8.1302e-05,             8.1302e-05
                    189,                 1.2508,                0.44074,                 1.2093,                0.98341,                 0.9848,                0.99234,                0.60844,                 1.4657,                0.40668,                 1.4238,             8.1202e-05,             8.1202e-05,             8.1202e-05
                    190,                 1.2356,                 0.4377,                 1.1915,                0.98341,                0.98493,                0.99196,                0.60927,                 1.4633,                0.40762,                 1.4163,             8.1102e-05,             8.1102e-05,             8.1102e-05
                    191,                 1.2304,                0.44515,                 1.1833,                0.98507,                0.98624,                 0.9923,                0.60768,                 1.4624,                 0.4079,                 1.4168,             8.1002e-05,             8.1002e-05,             8.1002e-05
                    192,                 1.2535,                0.44708,                 1.1982,                0.98448,                0.98505,                0.99242,                0.60546,                 1.4642,                 0.4086,                 1.4216,             8.0902e-05,             8.0902e-05,             8.0902e-05
                    193,                 1.2413,                 0.4474,                 1.2104,                0.98281,                0.98339,                0.99173,                0.60379,                 1.4667,                0.41171,                 1.4297,             8.0802e-05,             8.0802e-05,             8.0802e-05
                    194,                 1.2544,                0.45035,                 1.2059,                0.98282,                0.98339,                0.99177,                  0.605,                 1.4713,                 0.4101,                 1.4395,             8.0702e-05,             8.0702e-05,             8.0702e-05
                    195,                 1.2528,                0.44368,                 1.1982,                0.98293,                0.98339,                0.99186,                0.60428,                 1.4704,                 0.4072,                 1.4352,             8.0602e-05,             8.0602e-05,             8.0602e-05
                    196,                 1.2401,                0.44504,                 1.1909,                0.98341,                0.98472,                0.99165,                0.60555,                  1.468,                0.40735,                 1.4288,             8.0502e-05,             8.0502e-05,             8.0502e-05
                    197,                  1.241,                0.45218,                 1.1942,                0.98341,                 0.9848,                0.99172,                0.60647,                 1.4685,                0.40695,                 1.4275,             8.0402e-05,             8.0402e-05,             8.0402e-05
                    198,                 1.2309,                0.43751,                 1.1851,                0.98303,                0.98505,                0.99172,                0.60548,                 1.4751,                0.40675,                 1.4308,             8.0302e-05,             8.0302e-05,             8.0302e-05
                    199,                 1.2481,                0.44035,                 1.1855,                0.98131,                0.98339,                 0.9901,                0.60281,                 1.4733,                0.40712,                 1.4232,             8.0202e-05,             8.0202e-05,             8.0202e-05
                    200,                 1.2423,                0.43941,                 1.1993,                0.98129,                0.98339,                 0.9898,                0.60461,                 1.4758,                0.40631,                 1.4272,             8.0102e-05,             8.0102e-05,             8.0102e-05
                    201,                 1.2475,                 0.4464,                 1.1944,                0.98176,                0.98326,                0.98955,                0.60578,                 1.4752,                0.40744,                 1.4291,             8.0002e-05,             8.0002e-05,             8.0002e-05
                    202,                 1.2406,                0.43767,                 1.1868,                0.97951,                0.98173,                0.98742,                0.60672,                 1.4729,                0.40852,                 1.4249,             7.9902e-05,             7.9902e-05,             7.9902e-05
                    203,                 1.2454,                 0.4461,                 1.1905,                0.98457,                0.98671,                0.99268,                0.60799,                 1.4746,                 0.4065,                 1.4263,             7.9802e-05,             7.9802e-05,             7.9802e-05
                    204,                 1.2437,                0.43752,                 1.1892,                0.98318,                0.98505,                0.99189,                0.60931,                 1.4743,                0.40699,                 1.4191,             7.9702e-05,             7.9702e-05,             7.9702e-05
                    205,                   1.22,                0.43858,                 1.1823,                0.98507,                0.98651,                0.99215,                0.61084,                  1.472,                0.40553,                 1.4151,             7.9602e-05,             7.9602e-05,             7.9602e-05
                    206,                 1.2246,                 0.4433,                 1.1886,                0.98673,                0.98811,                0.99312,                0.60804,                 1.4743,                0.40463,                 1.4202,             7.9502e-05,             7.9502e-05,             7.9502e-05
                    207,                 1.2346,                0.43962,                 1.1936,                0.98474,                0.98671,                 0.9922,                0.60977,                 1.4736,                0.40294,                 1.4226,             7.9402e-05,             7.9402e-05,             7.9402e-05
                    208,                 1.2406,                0.44197,                 1.1911,                0.98485,                0.98671,                0.99211,                0.60985,                 1.4719,                0.40469,                 1.4215,             7.9302e-05,             7.9302e-05,             7.9302e-05
                    209,                 1.2356,                0.44309,                 1.1856,                0.98464,                0.98671,                0.99204,                0.60834,                 1.4749,                 0.4047,                  1.424,             7.9202e-05,             7.9202e-05,             7.9202e-05
                    210,                 1.2306,                0.44375,                   1.19,                0.98608,                0.98837,                0.99317,                0.60876,                 1.4763,                0.40408,                 1.4259,             7.9102e-05,             7.9102e-05,             7.9102e-05
                    211,                 1.2299,                0.43725,                 1.1878,                0.98641,                0.98837,                0.99314,                0.60646,                 1.4764,                0.40353,                 1.4288,             7.9002e-05,             7.9002e-05,             7.9002e-05
                    212,                 1.2195,                0.43875,                  1.186,                0.98673,                0.98824,                0.99298,                0.60733,                 1.4759,                0.40524,                 1.4361,             7.8902e-05,             7.8902e-05,             7.8902e-05
                    213,                 1.2519,                0.45289,                 1.2045,                0.98659,                0.98837,                 0.9929,                0.60364,                 1.4761,                 0.4063,                 1.4445,             7.8802e-05,             7.8802e-05,             7.8802e-05
                    214,                 1.2116,                0.43042,                 1.1842,                0.98507,                0.98653,                0.99184,                 0.6044,                 1.4777,                0.40724,                  1.449,             7.8702e-05,             7.8702e-05,             7.8702e-05
